Course ID,Term,Session,Section,Subject,Catalog,Descr,Facil ID,Mtg Start,Mtg End,Mon,Tues,Wed,Thurs,Fri,Sat,Sun
011388,1175,1,850,PA,1010,INTRODUCTION TO URBAN STUDIES,TOTLONLINE,,,N,N,N,N,N,N,N
011392,1175,1,851,PA,2170,INTRODUCTION TO PUBLIC ADMIN,TOTLONLINE,,,N,N,N,N,N,N,N
056984,1178,1,704,MATH,1000,PRE-INTERMEDIATE ALGEBRA,DURHAM023,10:00:00 AM,12:15:00 PM,N,Y,N,N,N,N,N
009254,1171,1,002,ENGL,4960,TOPICS IN LANG & LIT,ARTSCI214,6:00:00 PM,8:40:00 PM,N,N,Y,N,N,N,N
011866,1171,1,860,PSCI,4950,SENIOR CAPSTONE,PARTONLINE,,,N,N,N,N,N,N,N
058288,1178,1,001,SOC,3514,METHODS LAB,ARTSCI304,11:30:00 AM,12:20:00 PM,N,Y,N,N,N,N,N
056572,1171,1,853,ENGL,3050,WRITING FOR THE WORKPLACE,TOTLONLINE,,,N,N,N,N,N,N,N
059357,1178,1,850,SCMT,3410,SUSTAINABLE SCM,TOTLONLINE,,,N,N,N,N,N,N,N
011831,1171,1,850,PSCI,3260,U.S. FOREIGN POLICY,TOTLONLINE,,,N,N,N,N,N,N,N
010466,1171,1,850,INST,4140,TOPICS IN INTERNATNL STUDIES,TOTLONLINE,,,N,N,N,N,N,N,N
012216,1178,1,009,SOC,1010,INTRODUCTORY SOCIOLOGY,ARTSCI101,1:00:00 PM,2:15:00 PM,Y,N,Y,N,N,N,N
059362,1171,1,001,IASC,2250,LOW-LEVEL PROGRAMMING,PKIEWIT361,1:30:00 PM,2:45:00 PM,N,Y,N,Y,N,N,N
011916,1171,1,861,PSYC,1010,INTRODUCTION TO PSYCHOLOGY I,PARTONLINE,,,N,N,N,N,N,N,N
009254,1178,1,861,ENGL,4960,TOPICS IN LANG & LIT,ARTSCI390,4:15:00 PM,5:30:00 PM,N,Y,N,N,N,N,N
008760,1171,1,005,THEA,4010,ADVANCED PROJECTS IN THEATRE,FINEART333,4:00:00 PM,5:15:00 PM,Y,N,Y,N,N,N,N
012487,1171,1,001,SPAN,4960,PRO-SEMINAR,ARTSCI313,5:00:00 PM,7:40:00 PM,N,N,Y,N,N,N,N
009204,1178,1,001,ENGL,3280,IRISH LITERATURE I,ARTSCI388,11:30:00 AM,12:45:00 PM,N,Y,N,Y,N,N,N
057753,1178,1,001,CRCJ,3100,WRITING FOR CRIMINAL JUSTICE,ALLWINE305,4:00:00 PM,5:15:00 PM,Y,N,Y,N,N,N,N
012265,1178,1,850,SOC,4900,SENIOR THESIS,TOTLONLINE,,,N,N,N,N,N,N,N
012233,1175,6W2,851,SOC,3690,SOCIAL STRATIFICATION,TOTLONLINE,,,N,N,N,N,N,N,N
009848,1175,5W2,401,HIST,1000,WORLD CIVILIZATIONS I,ARTSCI290,9:20:00 AM,10:55:00 AM,Y,Y,Y,Y,N,N,N
011187,1171,1,004,MUS, 315L,PIANO,STRAUSS232,,,N,N,N,N,N,N,N
009175,1175,6W2,301,ENGL,1164,ENGLISH COMPOSITION II,ARTSCI181,5:30:00 PM,8:50:00 PM,Y,N,Y,N,N,N,N
056409,1178,1,801,TED,3050,FOUNDATIONS OF ESL,OFFCAMPUS,8:30:00 AM,12:30:00 PM,N,N,N,N,Y,N,N
058705,1178,1,001,EMGT,2500,DISASTERS AND VULNERABLE POP,ALLWINE303,2:30:00 PM,3:45:00 PM,N,Y,N,Y,N,N,N
057994,1178,1,001,PSCI,4260,INTERNATIONAL LAW,ARTSCI100,10:00:00 AM,11:15:00 AM,N,Y,N,Y,N,N,N
009488,1171,1,001,GEOG,3230,GEOGRAPHY OF EUROPE,DURHAM294,11:30:00 AM,12:45:00 PM,N,Y,N,Y,N,N,N
008231,1171,1,002,CRCJ,3000,APPLIED STATS,CPACS219,1:00:00 PM,3:40:00 PM,N,Y,N,N,N,N,N
011388,1171,1,001,PA,1010,INTRODUCTION TO URBAN STUDIES,CPACS220,2:30:00 PM,3:45:00 PM,Y,N,Y,N,N,N,N
007511,1171,1,001,BIOL,4660,BIOCHEMISTRY II,DURHAM116,8:00:00 AM,8:50:00 AM,Y,N,Y,N,Y,N,N
058058,1178,1,001,SCMT,4540,SUPPLY CHAIN MGMT INTERN,TBA,,,N,N,N,N,N,N,N
050054,1171,1,850,WGST,3750,GENDER AND COMMUNICATION,TOTLONLINE,,,N,N,N,N,N,N,N
009682,1178,1,850,GERO,4720,BABY BOOMERS & 21ST CENTURY,TOTLONLINE,,,N,N,N,N,N,N,N
008738,1178,1,001,THEA,1550,COSTUME AND MAKEUP,FINEART114,9:00:00 AM,10:50:00 AM,N,Y,N,Y,N,N,N
012513,1181,1,003,CMST,2410,SMALL GROUP,ARTSCI148,11:30:00 AM,12:45:00 PM,N,Y,N,Y,N,N,N
056452,1181,1,850,EMGT,4990,CAPSTONE PROJECT,TOTLONLINE,,,N,N,N,N,N,N,N
008999,1181,1,004,TED,2300,HUMAN GROWTH AND LEARNING,ROSKNS304,11:30:00 AM,12:45:00 PM,N,Y,N,Y,N,N,N
009848,1181,1,001,HIST,1000,WORLD CIVILIZATIONS I,ARTSCI290,11:00:00 AM,11:50:00 AM,Y,N,Y,N,Y,N,N
008999,1181,1,005,TED,2300,HUMAN GROWTH AND LEARNING,ROSKNS304,1:00:00 PM,2:15:00 PM,N,Y,N,Y,N,N,N
010998,1171,1,001,MILS,1010,LEADERSHIP & PERSONAL DVLPMNT,ARTSCI310,8:00:00 AM,9:50:00 AM,N,Y,N,N,N,N,N
008072,1171,1,820,CIVE, 446,STEEL DESIGN II,PKIEWIT160,4:30:00 PM,5:45:00 PM,N,Y,N,Y,N,N,N
012230,1171,1,002,SOC,3450,SOCIAL PSYCHOLOGY,ARTSCI210,9:00:00 AM,9:50:00 AM,Y,N,Y,N,Y,N,N
011120,1178,1,002,MUS, 167B,APPLIED CLASS LESSON - PIANO,,,,N,N,N,N,N,N,N
008040,1171,1,820,CIVE, 385,PROF PRACT & MGMT IN CIVIL ENG,PKIEWIT160,9:00:00 AM,10:15:00 AM,N,Y,N,Y,N,N,N
011831,1178,1,850,PSCI,3260,U.S. FOREIGN POLICY,TOTLONLINE,,,N,N,N,N,N,N,N
054017,1178,1,001,ISQA,4130,IT FOR DEVELOPMENT,PKIEWIT160,5:30:00 PM,8:10:00 PM,N,Y,N,N,N,N,N
011812,1171,1,850,PSCI,2180,INTRODUCTION TO LAW,TOTLONLINE,,,N,N,N,N,N,N,N
012111,1171,1,860,RELI,3500,SPECIAL TOPICS IN RELIGION,ARTSCI149,6:30:00 PM,8:00:00 PM,N,N,Y,N,N,N,N
010417,1171,1,851,HPER,3090,APPLIED NUTRITION,TOTLONLINE,,,N,N,N,N,N,N,N
009590,1171,1,001,GEOL,3300,STRUCTURAL GEOLOGY,DURHAM280,1:00:00 PM,2:15:00 PM,N,Y,N,Y,N,N,N
058227,1171,1,850,FNBK,4570,INVESTMENT MANAGEMENT,TOTLONLINE,,,N,N,N,N,N,N,N
011030,1171,1,860,MKT,3320,CONSUMER BEHAVIOR,PARTONLINE,,,N,N,N,N,N,N,N
008070,1171,1,001,CIVE, 444,STR DESIGN & PLANNING,PKIEWIT155,3:00:00 PM,4:15:00 PM,N,Y,N,Y,N,N,N
010466,1171,1,854,INST,4140,TOPICS IN INTERNATNL STUDIES,TOTLONLINE,,,N,N,N,N,N,N,N
056315,1171,1,001,CMST,4220,HEALTH COMMUNICATION,ARTSCI215,10:00:00 AM,11:15:00 AM,Y,N,Y,N,N,N,N
011346,1171,1,002,NAMS,4920,SPEC TOPICS IN NAT AM STUDIES,ARTSCI380,6:00:00 PM,8:40:00 PM,N,Y,N,N,N,N,N
054725,1171,1,850,LLS,4920,CONTEMP TOPICS LLS:HUMANITIES,TOTLONLINE,,,N,N,N,N,N,N,N
009909,1171,1,001,HIST,4460,AMERICAN IMMIGRATION HISTORY,ROSKNS010B,10:00:00 AM,11:15:00 AM,Y,N,Y,N,N,N,N
009891,1171,1,001,HIST,4710,EUROPE & USA IN TWO WORLD WARS,ARTSCI216,6:00:00 PM,8:40:00 PM,N,Y,N,N,N,N,N
010679,1171,1,001,JMC,4260,MEDIA RELATIONS,ARTSCI306,4:00:00 PM,5:15:00 PM,N,Y,N,Y,N,N,N
007528,1181,1,001,BIOL,4960,ADVANCED GENETICS,ALLWINE314,4:30:00 PM,7:00:00 PM,N,Y,N,N,N,N,N
007456,1175,5W2,403,BIOL,1750,BIOLOGY II,ALLWINE108,1:00:00 PM,3:00:00 PM,Y,Y,Y,Y,N,N,N
008867,1178,1,001,SCMT,3500,OPERATIONS MANAGEMENT,MAMMEL122,6:00:00 PM,8:40:00 PM,Y,N,N,N,N,N,N
008867,1178,1,006,SCMT,3500,OPERATIONS MANAGEMENT,MAMMEL325,9:00:00 AM,10:15:00 AM,Y,N,Y,N,N,N,N
058474,1175,6W2,301,SOC,2134,STATS LAB,ARTSCI386,2:45:00 PM,4:00:00 PM,Y,Y,Y,Y,N,N,N
008857,1178,1,860,MGMT,3100,MANAGEMENT INFORMATION SYSTEMS,PARTONLINE,,,N,N,N,N,N,N,N
058281,1178,1,001,ENVN,2120,SUSTAINABLE LANDSCAPE PLANTS,ALLWINE223,10:00:00 AM,11:50:00 AM,Y,N,Y,N,Y,N,N
057515,1178,1,701,NSCI,1050,SCIENCE AND CRITICAL THINKING,CPACS101,8:30:00 AM,9:45:00 AM,Y,N,Y,N,N,N,N
009167,1178,1,701,ENGL,1020,GENRE STUDIES: POETRY DRAMA,ARTSCI143,11:30:00 AM,12:45:00 PM,Y,N,Y,N,N,N,N
055907,1181,1,001,HED,4050,INTRO TO RESEARCH IN PUB HLTH,HK211,1:00:00 PM,3:40:00 PM,N,N,N,Y,N,N,N
008256,1181,1,002,CRCJ,4800,SPECIAL TOPICS,CPACS122,10:00:00 AM,11:30:00 AM,N,Y,N,N,N,N,N
058186,1178,1,001,SPAN,4970,PRO-SEMINAR,ARTSCI215,5:00:00 PM,7:40:00 PM,Y,N,N,N,N,N,N
058632,1181,1,001,CMST,4120,COMMUNICATION & SOCIAL PROTEST,ARTSCI214,4:30:00 PM,5:45:00 PM,Y,N,Y,N,N,N,N
007488,1181,1,001,BIOL,4210,FIRE ECOLOGY,ALLWINE423,8:30:00 AM,9:45:00 AM,N,Y,N,Y,N,N,N
011173,1178,1,002,MUS,2790,COLLABORATIVE PIANO,STRAUSS232,2:30:00 PM,3:20:00 PM,N,Y,N,Y,N,N,N
008751,1178,1,001,THEA,3020,SPECIAL TOPICS IN THEATRE,FINEART018,8:30:00 AM,9:45:00 AM,Y,N,N,N,Y,N,N
007460,1185,5W2,403,BIOL,2140,GENETICS,ALLWINE223,12:20:00 PM,1:20:00 PM,N,Y,Y,Y,N,N,N
012450,1188,1,801,SPAN,1110,ELEMENTARY SPANISH I,UNMCTBA,5:30:00 PM,7:30:00 PM,N,Y,N,Y,N,N,N
011221,1185,O2,502,MUS,4000,SPECIAL STUDIES IN MUSIC,TBA,,,N,N,N,N,N,N,N
011573,1188,1,001,PE,4500,BEHAVIORAL ASPECTS OF COACHING,HK214,7:05:00 PM,9:45:00 PM,N,Y,N,N,N,N,N
012216,1175,1,851,SOC,1010,INTRODUCTORY SOCIOLOGY,TOTLONLINE,,,N,N,N,N,N,N,N
008101,1178,1,822,CIVE, 498,SPEC TOPICS IN CIVIL ENGR,PKIEWIT212,1:30:00 PM,2:45:00 PM,Y,N,Y,N,N,N,N
011806,1175,1,851,PSCI,1000,INTRO TO POLITICAL SCIENCE,TOTLONLINE,,,N,N,N,N,N,N,N
011581,1175,O4,501,PE,4930,MEASUREMENT & EVALUATION OF PE,HPER234,10:05:00 AM,12:30:00 PM,Y,Y,Y,Y,N,N,N
011582,1175,O4,501,PE,4940,PHYSIOLOGY OF EXERCISE,HPER234,7:30:00 AM,9:55:00 AM,Y,Y,Y,Y,N,N,N
009895,1178,1,001,HIST,4050,HIST OF WOMEN IN AMER TO 1875,ARTSCI217,6:00:00 PM,8:40:00 PM,Y,N,N,N,N,N,N
011857,1181,1,850,PSCI,4350,DEMOCRACY,TOTLONLINE,,,N,N,N,N,N,N,N
060052,1188,1,002,MATH,1220,COLLEGE ALGEBRA,ROSKNS010D,10:00:00 AM,11:15:00 AM,Y,N,N,N,N,N,N
060052,1188,1,004,MATH,1220,COLLEGE ALGEBRA,ROSKNS010C,10:00:00 AM,11:15:00 AM,N,Y,N,N,N,N,N
060052,1188,1,005,MATH,1220,COLLEGE ALGEBRA,DURHAM110,10:00:00 AM,11:15:00 AM,N,N,Y,N,N,N,N
009487,1188,1,001,GEOG,3130,ECONOMIC GEOGRAPHY,DURHAM170,11:30:00 AM,12:45:00 PM,N,Y,N,Y,N,N,N
060052,1188,1,013,MATH,1220,COLLEGE ALGEBRA,ROSKNS010B,1:00:00 PM,2:15:00 PM,N,Y,N,N,N,N,N
011560,1185,O9,501,PE,4010,LAB METHODS EXERCISE SCIENCE,HK206,1:00:00 PM,4:00:00 PM,N,Y,N,N,N,N,N
009671,1188,1,851,GERO,4350,ISSUES IN AGING,TOTLONLINE,,,N,N,N,N,N,N,N
056834,1188,1,852,FSMT,1600,FIRE SCIENCE,TOTLONLINE,,,N,N,N,N,N,N,N
009476,1188,1,001,GEOG,1090,INTRO TO GEOSPATIAL SCIENCES,DURHAM294,10:00:00 AM,10:50:00 AM,Y,N,Y,N,N,N,N
059822,1188,1,002,MATH,1120,MATHEMATICAL AND COMPUTATIONAL,MAMMEL319,1:00:00 PM,2:15:00 PM,N,Y,N,Y,N,N,N
054056,1185,O9,504,MATH,1310,INTERMEDIATE ALGEBRA,DURHAM164,10:00:00 AM,11:15:00 AM,Y,N,Y,N,N,N,N
011514,1188,1,003,PE,1800,FITNESS FOR LIVING,HK126,9:00:00 AM,9:50:00 AM,Y,N,Y,N,N,N,N
011514,1188,1,006,PE,1800,FITNESS FOR LIVING,HK126,10:00:00 AM,10:50:00 AM,N,Y,N,Y,N,N,N
007454,1178,1,001,BIOL,1450,BIOLOGY I,ALLWINE316,8:00:00 AM,8:50:00 AM,Y,Y,Y,Y,N,N,N
059823,1181,1,001,MATH,4450,MACHINE LEARNING & DATA MINING,DURHAM254,5:30:00 PM,6:45:00 PM,Y,N,Y,N,N,N,N
007690,1178,1,850,BSAD,2130,BUSINESS STATISTICS,TOTLONLINE,,,N,N,N,N,N,N,N
008011,1178,1,001,CIST,4540,COMPUTER SECURITY MANAGEMENT,PKIEWIT361,10:30:00 AM,11:45:00 AM,Y,N,Y,N,N,N,N
007480,1178,1,001,BIOL,4030,SPECIAL TOPICS IN BIOLOGY,ALLWINE314,5:00:00 PM,8:00:00 PM,N,N,N,Y,N,N,N
011848,1181,1,850,PSCI,4180,CONSTITUTIONAL LAW:FEDERAL SYS,TOTLONLINE,,,N,N,N,N,N,N,N
007891,1178,1,015,CHEM,1184,GENERAL CHEMISTRY I LABORATORY,DURHAM305,1:00:00 PM,1:50:00 PM,N,N,N,N,Y,N,N
050036,1171,O9,861,US,1010,COLLEGE & CAREER SUCCESS,PARTONLINE,,,N,N,N,N,N,N,N
050036,1171,O9,862,US,1010,COLLEGE & CAREER SUCCESS,PARTONLINE,,,N,N,N,N,N,N,N
007891,1178,1,015,CHEM,1184,GENERAL CHEMISTRY I LABORATORY,DURHAM318,1:50:00 PM,4:20:00 PM,N,N,N,N,Y,N,N
007056,1175,6W1,101,AE,3770,GLOBAL EXPER IN ARCH ENGR,TBA,,,N,N,N,N,N,N,N
011966,1175,4W1,501,PSYC,4920,SPECIAL TOPICS IN PSYCHOLOGY,MAMMEL303C,10:00:00 AM,12:00:00 PM,Y,Y,Y,Y,N,N,N
007510,1178,1,002,BIOL,4654,BIOCHEM I LAB,DURHAM355,1:00:00 PM,4:20:00 PM,N,N,N,Y,N,N,N
012508,1178,1,713,CMST,1110,PUBLIC SPEAKING FUNDS,ARTSCI211,10:00:00 AM,11:15:00 AM,Y,N,Y,N,N,N,N
012508,1178,1,721,CMST,1110,PUBLIC SPEAKING FUNDS,ARTSCI148,10:00:00 AM,11:15:00 AM,N,Y,N,Y,N,N,N
009254,1171,1,004,ENGL,4960,TOPICS IN LANG & LIT,ARTSCI188,4:30:00 PM,7:10:00 PM,Y,N,N,N,N,N,N
050069,1171,1,001,WGST,4960,TOPICS IN LANG & LIT,ARTSCI188,4:30:00 PM,7:10:00 PM,Y,N,N,N,N,N,N
055523,1181,1,001,CSCI,4970,CAPSTONE PROJECT,PKIEWIT274,5:30:00 PM,6:45:00 PM,Y,N,Y,N,N,N,N
012777,1188,1,007,TED,4000,SPEC METHODS IN CONTENT AREA,ROSKNS302,5:00:00 PM,7:40:00 PM,N,N,N,Y,N,N,N
007219,1188,1,001,ART,3420,INTERMEDIATE PAINTING,FINEART226,1:00:00 PM,3:45:00 PM,Y,N,Y,N,N,N,N
010766,1188,1,001,MATH,3100,APPLIED COMBINATORICS,DURHAM111,4:00:00 PM,5:15:00 PM,Y,N,Y,N,N,N,N
008584,1188,1,860,CSCI,4450,INTRODUCTION ARTIFICIAL INTELL,PKIEWIT256,4:00:00 PM,5:15:00 PM,N,Y,N,Y,N,N,N
008584,1188,1,860,CSCI,4450,INTRODUCTION ARTIFICIAL INTELL,PARTONLINE,,,N,N,N,N,N,N,N
009680,1188,1,001,GERO,4670,PROGRAMS AND SERVICES,ALLWINE310,1:00:00 PM,2:15:00 PM,N,Y,N,Y,N,N,N
058440,1188,1,001,GEOG,1050,HUMAN-ENVIRONMENT GEOGRAPHY,DURHAM110,10:00:00 AM,11:15:00 AM,N,Y,N,Y,N,N,N
012579,1188,1,001,SPED,3120,ACADEMIC INTERPRETING,ROSKNS502,10:00:00 AM,11:15:00 AM,N,Y,N,Y,N,N,N
008085,1188,1,820,CIVE, 462,HIGHWAY DESIGN,PKIEWIT164,12:00:00 PM,1:15:00 PM,Y,N,Y,N,N,N,N
012801,1188,1,860,TED,4590,TEACH LEARN DIGITAL ENVIROMNT,ROSKNS302,12:30:00 PM,3:15:00 PM,N,N,N,N,N,Y,N
056409,1181,1,002,TED,3050,FOUNDATIONS OF ESL,ROSKNS403,5:00:00 PM,7:40:00 PM,N,N,Y,N,N,N,N
050089,1188,1,002,WRWS,3100,INTERMEDIATE FICTION STUDIO,FINEART218,10:00:00 AM,12:30:00 PM,N,N,N,N,Y,N,N
012593,1181,1,002,SPED,4230,LANG DEV & DISORDERS FOR TCHRS,ROSKNS402,4:30:00 PM,7:05:00 PM,Y,N,N,N,N,N,N
012085,1185,6W1,851,RELI,1010,INTRODUCTN TO WORLD RELIGIONS,TOTLONLINE,,,N,N,N,N,N,N,N
008253,1188,1,851,CRCJ,4510,VIOLENCE,TOTLONLINE,,,N,N,N,N,N,N,N
007136,1175,1,501,ANTH,2990,GUIDED READING,TBA,,,N,N,N,N,N,N,N
011806,1171,1,851,PSCI,1000,INTRO TO POLITICAL SCIENCE,TOTLONLINE,,,N,N,N,N,N,N,N
011560,1178,1,001,PE,4010,LAB METHODS EXERCISE SCIENCE,HK206,2:00:00 PM,4:40:00 PM,N,N,Y,N,N,N,N
007690,1178,1,001,BSAD,2130,BUSINESS STATISTICS,MAMMEL319,6:00:00 PM,8:40:00 PM,N,Y,N,N,N,N,N
011553,1178,1,001,PE,3790,BASKETBALL COACHG THEORY/PRAC,HK201,8:00:00 AM,9:15:00 AM,Y,N,Y,N,N,N,N
058521,1178,1,001,CHIN,1110,MANDARIN CHINESE I,ARTSCI308,5:30:00 PM,7:35:00 PM,Y,N,Y,N,N,N,N
058156,1178,1,850,RELI,4200,COMPARATIVE RELIGIOUS ETHICS,TOTLONLINE,,,N,N,N,N,N,N,N
050098,1181,1,001,WRWS,4300,ADVANCED CNF STUDIO,FINEART218,1:00:00 PM,3:30:00 PM,N,Y,N,N,N,N,N
050091,1181,1,001,WRWS,3300,INT CREATIVE NONFICTION STUDIO,FINEART218,1:00:00 PM,3:30:00 PM,N,Y,N,N,N,N,N
007500,1181,1,002,BIOL,4390,VASCULAR PLANT MORPHOLOGY,ALLWINE223,1:00:00 PM,3:50:00 PM,N,Y,N,N,N,N,N
012343,1178,1,004,SOWK,4410,GEN SOWK PRACTICUM  I,CPACS220,8:30:00 AM,11:10:00 AM,N,N,N,N,Y,N,N
007463,1175,5W1,201,BIOL,2740,HUMAN PHYSIOLOGY AND ANATOMY I,ALLWINE316,8:00:00 AM,9:30:00 AM,Y,Y,Y,Y,Y,N,N
007463,1175,5W1,202,BIOL,2740,HUMAN PHYSIOLOGY AND ANATOMY I,ALLWINE235,9:40:00 AM,12:30:00 PM,Y,N,Y,N,N,N,N
007463,1175,5W1,203,BIOL,2740,HUMAN PHYSIOLOGY AND ANATOMY I,ALLWINE235,9:40:00 AM,12:30:00 PM,N,Y,N,Y,N,N,N
007464,1175,5W2,401,BIOL,2840,HUMAN PHYSIOLOGY & ANATOMY II,ALLWINE316,8:00:00 AM,9:30:00 AM,Y,Y,Y,Y,Y,N,N
007464,1175,5W2,402,BIOL,2840,HUMAN PHYSIOLOGY & ANATOMY II,ALLWINE235,9:40:00 AM,12:30:00 PM,Y,N,Y,N,N,N,N
007481,1175,5W1,201,BIOL,4040,DIRECTED READINGS IN BIOLOGY,TBA,,,N,N,N,N,N,N,N
007481,1175,5W2,401,BIOL,4040,DIRECTED READINGS IN BIOLOGY,TBA,,,N,N,N,N,N,N,N
007482,1175,5W1,201,BIOL,4050,SUPERVISED RESEARCH IN BIOLOGY,TBA,,,N,N,N,N,N,N,N
007482,1175,5W2,401,BIOL,4050,SUPERVISED RESEARCH IN BIOLOGY,TBA,,,N,N,N,N,N,N,N
007505,1175,5W1,201,BIOL,4550,BIOTECHNOLOGY INTERNSHIP,TBA,,,N,N,N,N,N,N,N
007505,1175,5W2,401,BIOL,4550,BIOTECHNOLOGY INTERNSHIP,TBA,,,N,N,N,N,N,N,N
007519,1175,5W1,201,BIOL,4800,INTERNSP ENVIRONMENTAL MGT&PLN,TBA,,,N,N,N,N,N,N,N
007519,1175,5W2,401,BIOL,4800,INTERNSP ENVIRONMENTAL MGT&PLN,TBA,,,N,N,N,N,N,N,N
007642,1175,6W1,101,BLST,4900,INDEPENDENT STUDY,TBA,,,N,N,N,N,N,N,N
007642,1175,5W1,201,BLST,4900,INDEPENDENT STUDY,TBA,,,N,N,N,N,N,N,N
007886,1175,5W2,401,CHEM,1140,FUNDAMENTAL OF COLLEGE CHEM,DURHAM116,10:30:00 AM,12:45:00 PM,Y,Y,Y,Y,Y,N,N
007887,1175,5W2,401,CHEM,1144,FUND OF COLL CHEM LAB,DURHAM318,7:30:00 AM,10:15:00 AM,Y,Y,Y,Y,Y,N,N
007890,1175,5W1,201,CHEM,1180,GENERAL CHEMISTRY I,DURHAM115,10:30:00 AM,12:05:00 PM,Y,Y,Y,Y,Y,N,N
007891,1175,5W1,201,CHEM,1184,GENERAL CHEMISTRY I LABORATORY,DURHAM304,7:30:00 AM,8:30:00 AM,Y,Y,Y,Y,Y,N,N
007891,1175,5W1,201,CHEM,1184,GENERAL CHEMISTRY I LABORATORY,DURHAM318,8:30:00 AM,10:15:00 AM,Y,Y,Y,Y,Y,N,N
007891,1175,5W1,202,CHEM,1184,GENERAL CHEMISTRY I LABORATORY,DURHAM304,12:30:00 PM,1:30:00 PM,Y,Y,Y,Y,Y,N,N
007891,1175,5W1,202,CHEM,1184,GENERAL CHEMISTRY I LABORATORY,DURHAM318,1:30:00 PM,3:15:00 PM,Y,Y,Y,Y,Y,N,N
007892,1175,5W2,401,CHEM,1190,GENERAL CHEMISTRY II,DURHAM115,10:30:00 AM,12:05:00 PM,Y,Y,Y,Y,Y,N,N
007893,1175,5W2,401,CHEM,1194,GEN CHEM II LAB,DURHAM320,7:30:00 AM,10:15:00 AM,Y,Y,Y,Y,Y,N,N
007893,1175,5W2,402,CHEM,1194,GEN CHEM II LAB,DURHAM320,12:30:00 PM,3:15:00 PM,Y,Y,Y,Y,Y,N,N
007893,1175,5W2,403,CHEM,1194,GEN CHEM II LAB,DURHAM314,12:30:00 PM,3:15:00 PM,Y,Y,Y,Y,Y,N,N
007907,1175,5W2,401,CHEM,2950,INTRO TO RESEARCH IN CHEMISTRY,TBA,,,N,N,N,N,N,N,N
007942,1175,5W1,201,CHEM,4810,INTERNSHIP,TBA,,,N,N,N,N,N,N,N
007942,1175,5W2,401,CHEM,4810,INTERNSHIP,TBA,,,N,N,N,N,N,N,N
007944,1175,5W1,201,CHEM,4950,CHEMISTRY PROJECTS,TBA,,,N,N,N,N,N,N,N
007944,1175,5W2,401,CHEM,4950,CHEMISTRY PROJECTS,TBA,,,N,N,N,N,N,N,N
007945,1175,5W1,201,CHEM,4960,CHEMISTRY PROBLEMS,TBA,,,N,N,N,N,N,N,N
007945,1175,5W2,401,CHEM,4960,CHEMISTRY PROBLEMS,TBA,,,N,N,N,N,N,N,N
008000,1175,6W1,850,CIST,1300,INTRO TO WEB DEVELOPMENT,TOTLONLINE,,,N,N,N,N,N,N,N
008001,1175,6W1,101,CIST,1404,INTRO TO COMP PROG LAB,PKIEWIT276,5:00:00 PM,8:20:00 PM,Y,N,Y,N,N,N,N
008002,1175,6W1,101,CIST,2500,INTRO TO APPLIED STATS FOR IST,PKIEWIT164,5:30:00 PM,8:50:00 PM,Y,N,Y,N,N,N,N
008004,1175,6W1,850,CIST,2100,"ORGANIZATIONS, APPL & TECHNLGY",TOTLONLINE,,,N,N,N,N,N,N,N
008404,1175,5W1,201,COOP,2700,COOPERATIVE EDUCATION,TBA,,,N,N,N,N,N,N,N
008404,1175,5W1,202,COOP,2700,COOPERATIVE EDUCATION,TBA,,,N,N,N,N,N,N,N
008404,1175,5W2,401,COOP,2700,COOPERATIVE EDUCATION,TBA,,,N,N,N,N,N,N,N
008405,1175,5W2,401,COOP,3700,COOPERATIVE EDUCATION,TBA,,,N,N,N,N,N,N,N
008534,1175,6W1,850,CSCI,1620,INTRO TO COMPUTER SCIENCE II,TOTLONLINE,,,N,N,N,N,N,N,N
008579,1175,6W1,101,CSCI,4350,COMPUTER ARCHITECTURE,PKIEWIT252,1:30:00 PM,4:50:00 PM,Y,N,Y,N,N,N,N
008587,1175,5W2,401,CSCI,4500,OPERATING SYSTEMS,PKIEWIT153,5:00:00 PM,9:00:00 PM,Y,N,Y,N,N,N,N
008597,1175,6W2,301,CSCI,4850,DATABASE MANAGEMENT SYSTEMS,PKIEWIT261,5:00:00 PM,8:20:00 PM,Y,N,Y,N,N,N,N
008760,1175,6W1,101,THEA,4010,ADVANCED PROJECTS IN THEATRE,TBA,,,N,N,N,N,N,N,N
008760,1175,5W1,201,THEA,4010,ADVANCED PROJECTS IN THEATRE,TBA,,,N,N,N,N,N,N,N
008859,1175,6W1,101,ISQA,4110,INFORMATION SYSTEMS ANALYSIS,PKIEWIT260,7:00:00 AM,9:30:00 AM,Y,Y,Y,Y,Y,N,N
009000,1175,4W2,501,EDUC,2020,EDUCATIONAL FOUNDATIONS,ROSKNS304,10:00:00 AM,12:25:00 PM,Y,Y,Y,Y,N,N,N
009256,1175,6W1,101,ENGL,4980,INDEPENDENT STUDY,TBA,,,N,N,N,N,N,N,N
009256,1175,6W2,301,ENGL,4980,INDEPENDENT STUDY,TBA,,,N,N,N,N,N,N,N
011807,1175,1,851,PSCI,1100,INTRO TO AMERICAN GOVERNMENT,TOTLONLINE,,,N,N,N,N,N,N,N
011813,1175,5W2,851,PSCI,2210,INTRO TO INTL RELATIONS,TOTLONLINE,,,N,N,N,N,N,N,N
009171,1178,1,001,ENGL,1100,ENGLISH AS SECOND LANGUAGE II,ARTSCI181,1:00:00 PM,2:15:00 PM,Y,N,Y,N,N,N,N
